YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,SCHEDULED_TIME,DISTANCE,SCHEDULED_ARRIVAL,CANCELLED,ARRIVAL_DELAY,DEPART_TEMP,DEPART_HUMIDITY,DEPART_WINDIR,DEPART_WIND,DEPART_PRECIP,ARRIVAL_TEMP,ARRIVAL_HUMIDITY,ARRIVAL_WINDIR,ARRIVAL_WIND,ARRIVAL_PRECIP
2015,1,4,7,EV,4732,IAH,HRL,1125,75,295,1240,0,0,50.0,63.0,NNW,16.0,0.0,56.0,67.0,N,16.0,0.0
2015,1,5,1,AS,122,ANC,PDX,50,215,1542,525,0,0,6.0,76.0,CALM,0.0,0.0,52.0,86.0,S,15.0,0.0
2015,1,7,3,OO,4472,MKE,DTW,545,78,237,803,0,0,0.0,54.0,NW,17.0,0.0,8.0,67.0,WNW,17.0,0.0
2015,2,10,2,OO,4733,SEA,SJC,1459,118,697,1657,0,0,54.0,69.0,SW,7.0,0.0,60.0,60.0,W,12.0,0.0
2015,12,2,3,F9,906,FLL,TTN,1102,165,1026,1347,0,0,79.0,89.0,SE,15.0,0.0,54.0,93.0,ESE,5.0,0.0
2015,12,2,3,OO,4457,BIS,MSP,1104,91,386,1235,0,0,31.0,59.0,CALM,0.0,0.0,33.0,89.0,WNW,6.0,0.0
2015,12,2,3,UA,1120,EWR,SFO,1100,397,2565,1437,0,0,50.0,96.0,E,5.0,0.0,58.0,47.0,CALM,0.0,0.0
2015,2,10,2,DL,1661,ATL,PHL,1506,127,666,1713,0,0,54.0,51.0,NW,12.0,0.0,37.0,62.0,N,14.0,0.0
2015,1,4,7,DL,1693,ORD,ATL,1130,119,606,1429,0,1,24.0,84.0,NW,17.0,0.0,62.0,70.0,W,15.0,0.0
2015,2,4,3,DL,2079,BOS,DTW,540,140,632,800,0,0,18.0,62.0,SW,6.0,0.0,32.0,80.0,WSW,6.0,0.0
2015,2,12,4,US,425,SEA,PHX,515,164,1107,859,0,0,49.0,93.0,SSE,6.0,0.0,66.0,25.0,E,12.0,0.0
2015,3,10,2,US,582,IAH,PHX,800,193,1009,913,0,0,53.0,93.0,N,7.0,0.0,73.0,19.0,E,10.0,0.0
2015,1,7,3,DL,2511,BNA,ATL,530,72,214,742,0,0,37.0,82.0,CALM,0.0,0.0,32.0,66.0,NW,10.0,0.0
2015,1,2,5,UA,586,AUS,IAH,525,55,140,620,0,0,,,,,,47.0,97.0,NNE,7.0,0.0
2015,3,4,3,DL,1782,MSO,MSP,545,158,1013,923,0,0,12.0,84.0,CALM,0.0,0.0,5.0,55.0,W,14.0,0.0
2015,2,12,4,MQ,3691,PIA,ORD,545,62,130,647,0,0,11.0,70.0,NNW,12.0,0.0,9.0,59.0,NNW,17.0,0.0
2015,1,6,2,UA,734,SFO,ORD,600,254,1846,1214,0,0,45.0,90.0,SSW,3.0,0.0,9.0,67.0,W,18.0,0.0
2015,1,4,7,US,1773,PHL,IAH,1130,230,1325,1420,0,1,52.0,93.0,SSW,13.0,0.0,54.0,51.0,N,15.0,0.0
2015,1,3,6,DL,1842,GRR,MSP,715,106,408,801,0,1,28.0,88.0,E,12.0,0.0,25.0,85.0,SE,14.0,0.0
2015,2,12,4,US,1982,DFW,CLT,505,143,936,828,0,0,38.0,62.0,N,13.0,0.0,45.0,60.0,NNW,3.0,0.0
2015,2,12,4,UA,361,PDX,SFO,510,111,550,701,0,0,40.0,97.0,CALM,0.0,0.0,54.0,97.0,SSE,3.0,0.0
2015,2,6,5,AS,130,FAI,SEA,115,220,1533,555,0,0,-35.0,0.0,CALM,0.0,0.0,55.0,86.0,S,9.0,0.0
2015,12,2,3,MQ,3591,HOU,DFW,1104,76,247,1220,0,0,58.0,58.0,N,9.0,0.0,57.0,37.0,NW,14.0,0.0
2015,3,4,3,DL,774,SAT,ATL,550,135,874,905,0,0,64.0,93.0,SSE,6.0,0.0,61.0,100.0,SW,5.0,0.0
2015,2,4,3,NK,214,LAS,DFW,58,147,1055,525,0,0,52.0,59.0,SW,7.0,0.0,40.0,93.0,S,10.0,0.0
2015,1,4,7,F9,718,DEN,DCA,1130,189,1476,1639,0,1,12.0,73.0,W,3.0,0.0,65.0,68.0,SW,12.0,0.0
2015,12,5,6,UA,1057,ORD,IAH,506,173,925,759,0,0,30.0,100.0,S,8.0,0.0,40.0,89.0,NE,3.0,0.0
2015,2,9,1,AA,2495,RNO,DFW,1229,186,1345,1735,0,0,51.0,50.0,WNW,14.0,0.0,68.0,35.0,NNE,8.0,0.0
2015,1,3,6,VX,740,SFO,SEA,700,125,679,905,0,0,40.0,89.0,SSE,5.0,0.0,36.0,93.0,ESE,6.0,0.0
2015,12,1,2,AA,2404,LAX,DFW,500,181,1235,1001,0,0,50.0,32.0,ENE,6.0,0.0,46.0,68.0,CALM,0.0,0.0
2015,3,6,5,UA,363,BOS,IAD,540,105,413,725,0,0,9.0,46.0,NNW,8.0,0.0,11.0,61.0,NNW,5.0,0.0
2015,2,12,4,OO,5249,DSM,IAH,525,160,802,805,0,0,4.0,66.0,N,15.0,0.0,52.0,69.0,N,14.0,0.0
2015,1,6,2,DL,173,ANC,SEA,600,212,1448,1032,0,0,4.0,73.0,CALM,0.0,0.0,48.0,93.0,NE,3.0,0.0
2015,2,4,3,US,1749,BOS,CLT,500,145,728,725,0,0,18.0,62.0,SW,6.0,0.0,29.0,72.0,S,5.0,0.0
2015,1,3,6,US,1922,JAX,CLT,700,87,328,827,0,0,63.0,100.0,E,5.0,0.0,48.0,87.0,N,6.0,0.0
2015,12,6,7,OO,7368,ESC,DTW,525,90,306,655,0,0,36.0,81.0,SW,5.0,0.0,30.0,100.0,S,6.0,0.0
2015,12,1,2,DL,1450,LAS,MSP,45,184,1299,549,0,0,37.0,39.0,SSW,5.0,0.0,33.0,96.0,ESE,9.0,0.0
2015,12,1,2,DL,1418,MCO,ATL,520,85,404,645,0,0,67.0,97.0,S,3.0,0.0,60.0,86.0,CALM,0.0,0.0
2015,3,5,4,WN,4036,SMF,LAX,540,85,373,705,0,0,38.0,89.0,NNW,6.0,0.0,56.0,40.0,E,3.0,0.0
2015,12,2,3,B6,722,PBI,BOS,1101,175,1197,1356,0,0,80.0,81.0,SSE,13.0,0.0,45.0,93.0,S,7.0,0.0
2015,1,4,7,WN,1298,ABQ,DAL,1140,95,580,1415,0,0,37.0,48.0,WSW,6.0,0.0,38.0,44.0,NW,12.0,0.0
2015,2,4,3,UA,572,AUS,IAH,535,56,140,631,0,0,43.0,100.0,CALM,0.0,0.0,43.0,93.0,NNW,6.0,0.0
2015,1,5,1,US,2050,FLL,CLT,500,114,631,654,0,0,74.0,93.0,NNW,5.0,0.0,39.0,62.0,NNW,5.0,0.0
2015,12,6,7,DL,2324,SLC,ATL,55,211,1590,626,0,0,30.0,64.0,CALM,0.0,0.0,43.0,62.0,ENE,8.0,0.0
2015,3,10,2,AS,626,PDX,LAS,800,125,763,1005,0,0,59.0,78.0,NNE,3.0,0.0,68.0,16.0,S,3.0,0.0
2015,3,9,1,EV,4513,CLE,ORD,605,95,315,640,0,0,35.0,72.0,W,5.0,0.0,26.0,81.0,CALM,0.0,0.0
2015,12,6,7,DL,1890,DFW,ATL,545,124,731,849,0,0,44.0,76.0,SSW,5.0,0.0,47.0,56.0,ENE,13.0,0.0
2015,1,1,4,US,446,MCI,PHX,550,178,1044,748,0,0,15.0,77.0,WSW,9.0,0.0,37.0,86.0,E,5.0,0.0
2015,1,4,7,MQ,3093,TUL,ORD,1130,110,585,1320,0,1,25.0,55.0,N,14.0,0.0,21.0,85.0,NNW,17.0,0.0
2015,12,14,1,DL,1324,BNA,ATL,800,75,214,1015,0,0,57.0,74.0,S,16.0,0.0,61.0,90.0,W,14.0,0.0
2015,2,8,7,DL,1245,MSO,MSP,540,169,1013,929,0,0,36.0,100.0,SW,5.0,0.0,29.0,72.0,NNE,14.0,0.0
2015,1,4,7,US,1848,PHL,DFW,1140,227,1303,1427,0,1,52.0,93.0,SSW,13.0,0.0,37.0,46.0,NNW,13.0,0.0
2015,1,4,7,EV,5944,DEN,SAF,1122,68,303,1230,0,0,12.0,73.0,W,3.0,0.0,59.0,67.0,ESE,2.0,0.0
2015,2,10,2,AA,1414,DFW,IAD,1505,161,1172,1846,0,0,75.0,31.0,SSE,17.0,0.0,36.0,67.0,N,13.0,0.0
2015,2,6,5,B6,917,BOS,JFK,545,77,187,702,0,0,5.0,55.0,WNW,10.0,0.0,15.0,49.0,W,10.0,0.0
2015,1,4,7,DL,98,DEN,DTW,1145,164,1123,1629,0,0,12.0,73.0,W,3.0,0.0,34.0,87.0,WSW,12.0,0.0
2015,12,3,4,EV,2758,FSM,DFW,508,77,227,625,0,0,31.0,85.0,CALM,0.0,0.0,38.0,79.0,S,3.0,0.0
2015,2,6,5,NK,374,BQN,FLL,410,155,983,545,0,0,,,,,,57.0,87.0,NNW,8.0,0.0
2015,1,3,6,DL,1502,CVG,TPA,720,141,773,941,0,0,37.0,93.0,SE,10.0,0.0,76.0,79.0,SSE,8.0,0.0
2015,2,8,7,AA,1078,ORD,MIA,600,183,1197,1003,0,0,35.0,92.0,N,8.0,0.0,76.0,50.0,ESE,13.0,0.0
2015,1,6,2,AA,913,DCA,MIA,600,163,919,843,0,1,25.0,74.0,ESE,8.0,0.0,64.0,22.0,NE,2.0,0.0
2015,12,3,4,DL,2324,SLC,ATL,55,211,1590,626,0,0,24.0,77.0,SW,5.0,0.0,41.0,67.0,NNW,12.0,0.0
2015,1,2,5,US,2096,PHX,STL,59,164,1262,443,0,0,36.0,73.0,W,6.0,0.0,35.0,78.0,CALM,0.0,0.0
2015,12,14,1,DL,2600,JFK,FLL,805,204,1069,1129,0,0,55.0,94.0,CALM,0.0,0.0,82.0,74.0,SSE,16.0,0.0
2015,12,14,1,DL,1765,TPA,MSP,800,207,1306,1027,0,1,74.0,91.0,S,12.0,0.0,34.0,89.0,N,20.0,0.1
2015,12,6,7,HA,218,HNL,KOA,540,44,163,624,0,0,73.0,76.0,CALM,0.0,0.0,44.0,60.0,ENE,10.0,0.0
2015,2,10,2,AA,989,LAS,MIA,1500,268,2174,2228,0,1,73.0,10.0,VAR,6.0,0.0,60.0,78.0,NW,9.0,0.0
2015,1,2,5,B6,304,SJU,JFK,155,235,1598,450,0,0,76.0,87.0,E,5.0,0.0,37.0,48.0,W,14.0,0.0
2015,3,5,4,AA,90,DFW,ORD,545,134,802,759,1,1,24.0,77.0,NNW,16.0,0.0,6.0,58.0,NW,9.0,0.0
2015,1,1,4,UA,1198,BOS,ORD,600,173,867,753,0,0,23.0,50.0,WSW,14.0,0.0,15.0,68.0,WSW,13.0,0.0
2015,12,1,2,UA,244,SEA,DEN,520,156,1024,856,0,0,41.0,79.0,SE,6.0,0.0,31.0,46.0,W,13.0,0.0
2015,1,3,6,WN,3138,MSY,MDW,700,135,825,915,0,0,68.0,93.0,SSE,10.0,0.0,35.0,96.0,CALM,0.0,0.1
2015,12,14,1,AA,270,HNL,LAX,810,325,2556,1535,0,0,76.0,76.0,NW,5.0,0.0,57.0,25.0,N,16.0,0.0
2015,12,3,4,WN,17,BOS,ATL,530,185,946,835,0,0,51.0,89.0,WSW,7.0,0.0,41.0,67.0,NNW,10.0,0.0
2015,1,1,4,WN,2787,PIT,FLL,600,170,994,850,0,0,20.0,52.0,SW,12.0,0.0,74.0,91.0,NE,3.0,0.0
2015,12,14,1,EV,4162,LNK,ORD,805,99,466,944,0,1,35.0,89.0,NW,21.0,0.0,50.0,83.0,WSW,15.0,0.0
2015,12,2,3,AA,2251,BOS,DFW,1105,272,1562,1437,0,0,45.0,93.0,CALM,0.0,0.0,59.0,33.0,NW,17.0,0.0
2015,2,10,2,WN,377,TUS,LAS,1505,80,365,1525,0,0,77.0,17.0,NW,14.0,0.0,73.0,10.0,VAR,6.0,0.0
2015,2,12,4,DL,2590,GSP,ATL,545,60,153,645,0,0,39.0,70.0,NW,5.0,0.0,41.0,62.0,NW,10.0,0.0
2015,1,5,1,AA,1431,SEA,ORD,30,230,1721,620,0,1,51.0,89.0,SSW,17.0,0.0,-3.0,72.0,W,8.0,0.0
2015,3,9,1,EV,5046,CSG,ATL,605,45,83,650,0,0,52.0,59.0,CALM,0.0,0.0,54.0,53.0,NNW,5.0,0.0
2015,1,2,5,US,1925,DFW,CLT,500,145,936,825,0,0,37.0,96.0,N,8.0,0.0,46.0,68.0,CALM,0.0,0.0
2015,1,4,7,OO,5262,DEN,MFR,1140,173,964,1333,0,1,12.0,73.0,W,3.0,0.0,47.0,63.0,CALM,0.0,0.0
2015,2,9,1,UA,1692,DEN,DSM,1236,99,589,1515,0,1,66.0,16.0,SE,10.0,0.0,33.0,70.0,CALM,0.0,0.0
2015,1,7,3,EV,5286,AEX,ATL,545,97,500,822,0,0,36.0,93.0,N,5.0,0.0,34.0,59.0,NW,18.0,0.0
2015,1,3,6,WN,3239,TPA,BWI,705,140,842,925,0,0,72.0,87.0,ESE,5.0,0.0,36.0,82.0,E,7.0,0.0
2015,1,3,6,DL,1487,TUS,ATL,700,201,1541,1221,0,0,29.0,81.0,SE,6.0,0.0,52.0,97.0,ESE,9.0,0.0
2015,12,1,2,AA,1738,PHX,DFW,150,134,868,504,0,0,44.0,53.0,E,6.0,0.0,39.0,89.0,N,6.0,0.0
2015,1,3,6,AA,1412,ONT,DFW,715,175,1188,1210,0,1,39.0,76.0,CALM,0.0,0.0,45.0,74.0,VAR,5.0,0.0
2015,2,10,2,NK,906,DEN,IAH,1505,139,862,1824,0,1,50.0,36.0,E,14.0,0.0,61.0,75.0,SE,8.0,0.0
2015,1,3,6,AA,1552,BWI,MIA,720,164,946,1004,0,0,36.0,73.0,CALM,0.0,0.0,82.0,67.0,SE,15.0,0.0
2015,3,9,1,EV,2508,SJT,DFW,605,59,229,704,0,0,53.0,89.0,E,5.0,0.0,48.0,96.0,E,5.0,0.0
2015,12,14,1,VX,874,LAX,DAL,815,180,1246,1315,0,0,54.0,41.0,WNW,10.0,0.0,67.0,32.0,SSE,3.0,0.0
2015,3,9,1,MQ,3131,RIC,ORD,600,150,642,730,0,0,45.0,65.0,CALM,0.0,0.0,27.0,85.0,SW,3.0,0.0
2015,12,1,2,NK,298,LAS,IAH,25,160,1222,505,0,0,37.0,39.0,SSW,5.0,0.0,51.0,92.0,N,9.0,0.0
2015,12,1,2,UA,1730,HNL,SFO,29,325,2398,754,0,0,77.0,66.0,ENE,12.0,0.0,45.0,63.0,SE,6.0,0.0
2015,2,12,4,B6,1204,SJU,JFK,305,239,1598,604,0,0,73.0,96.0,NW,13.0,0.0,31.0,76.0,SW,8.0,0.0
2015,3,10,2,US,2173,BOS,DCA,800,104,399,944,0,0,33.0,72.0,CALM,0.0,0.0,47.0,59.0,CALM,0.0,0.0
2015,12,4,5,AA,2177,MEM,DFW,523,102,431,705,0,0,,,,,,42.0,79.0,CALM,0.0,0.0
2015,12,1,2,DL,1662,FSD,MSP,505,68,196,613,0,1,25.0,88.0,SW,5.0,0.0,33.0,96.0,SE,7.0,0.0
2015,2,10,2,EV,4544,MEM,IAH,1457,108,468,1645,0,0,48.0,48.0,N,5.0,0.0,72.0,48.0,ESE,8.0,0.0
2015,3,4,3,US,438,IAH,PHX,550,176,1009,746,0,0,70.0,90.0,SSE,7.0,0.0,50.0,71.0,WSW,5.0,0.0
2015,2,6,5,WN,2418,LAS,PHX,520,65,255,725,0,0,50.0,61.0,SSW,7.0,0.0,57.0,53.0,ESE,6.0,0.0
2015,2,12,4,AA,1055,MCO,DFW,555,180,985,755,0,0,45.0,93.0,CALM,0.0,0.0,38.0,62.0,N,14.0,0.0
2015,3,10,2,AA,2413,DFW,LAX,800,214,1235,934,0,0,49.0,97.0,NW,7.0,0.0,60.0,80.0,W,8.0,0.0
2015,12,1,2,UA,1057,ORD,IAH,505,167,925,752,0,0,43.0,93.0,WSW,10.0,0.0,50.0,100.0,N,7.0,0.0
2015,12,5,6,WN,14,ABQ,DAL,540,100,580,820,0,0,35.0,52.0,CALM,0.0,0.0,44.0,71.0,SE,9.0,0.0
2015,12,14,1,EV,2752,BTR,DFW,802,98,383,940,0,1,55.0,89.0,SSE,6.0,0.0,55.0,49.0,WSW,10.0,0.0
2015,2,8,7,AA,1249,MSP,ORD,543,92,334,715,0,0,27.0,75.0,N,7.0,0.0,35.0,92.0,CALM,0.0,0.0
2015,3,9,1,OO,5547,ONT,DEN,600,144,819,924,0,0,30.0,93.0,SE,2.0,0.0,43.0,60.0,SW,10.0,0.0
2015,12,1,2,AA,2084,PHX,STL,55,166,1262,441,0,0,45.0,46.0,CALM,0.0,0.0,41.0,70.0,W,13.0,0.0
2015,2,6,5,DL,2288,BHM,ATL,525,60,134,725,0,0,22.0,72.0,CALM,0.0,0.0,29.0,47.0,CALM,0.0,0.0
2015,3,10,2,US,2007,PHL,RSW,750,187,993,1057,0,0,34.0,82.0,CALM,0.0,0.0,79.0,66.0,SE,15.0,0.0
2015,12,6,7,WN,2171,PVD,TPA,530,205,1136,855,0,0,29.0,92.0,CALM,0.0,0.0,70.0,78.0,NNE,12.0,0.0
2015,12,2,3,WN,445,DCA,HOU,1100,220,1218,1340,0,0,54.0,100.0,CALM,0.0,0.0,61.0,46.0,N,9.0,0.0
2015,1,2,5,UA,1509,DCA,IAH,545,209,1208,814,0,0,39.0,62.0,CALM,0.0,0.0,48.0,96.0,NE,9.0,0.0
2015,2,10,2,DL,1779,LGA,FLL,1505,212,1076,1837,0,0,38.0,57.0,N,12.0,0.0,65.0,56.0,NNW,10.0,0.0
2015,1,5,1,WN,443,GRR,BWI,535,110,528,725,0,0,6.0,80.0,W,15.0,0.0,38.0,48.0,WNW,14.0,0.0
2015,1,4,7,DL,2204,SLC,LAX,1134,121,590,1235,0,0,32.0,66.0,SSE,3.0,0.0,61.0,56.0,W,7.0,0.0
2015,2,4,3,WN,141,ALB,MDW,530,160,717,710,0,0,16.0,62.0,S,13.0,0.0,23.0,78.0,NNW,12.0,0.0
2015,12,14,1,DL,2155,JFK,MSY,815,225,1182,1100,0,1,55.0,94.0,CALM,0.0,0.0,69.0,42.0,SW,9.0,0.0
2015,2,4,3,MQ,3167,BNA,LGA,555,137,764,912,0,0,30.0,75.0,CALM,0.0,0.0,34.0,61.0,SSW,13.0,0.0
2015,1,5,1,UA,206,PDX,EWR,550,314,2434,1404,0,0,52.0,86.0,S,15.0,0.0,36.0,29.0,WNW,16.0,0.0
2015,2,9,1,US,2033,BOS,PHL,1230,93,280,1403,1,1,19.0,93.0,N,12.0,0.1,30.0,88.0,NE,21.0,0.0
2015,3,10,2,OO,4478,ORD,SLC,750,217,1250,1027,0,1,37.0,100.0,S,3.0,0.0,50.0,36.0,SSE,5.0,
2015,3,4,3,OO,5249,DSM,IAH,525,160,802,805,0,1,13.0,56.0,NNW,9.0,0.0,72.0,84.0,S,13.0,0.0
2015,2,10,2,UA,1622,ORD,EWR,1502,130,719,1812,0,1,31.0,59.0,SE,8.0,0.0,34.0,64.0,N,16.0,0.0
2015,1,7,3,US,1902,MCO,DCA,555,121,759,756,0,0,50.0,74.0,NW,6.0,0.0,27.0,45.0,NW,15.0,0.0
2015,1,6,2,WN,473,DTW,BWI,600,105,409,745,0,1,8.0,83.0,SSW,8.0,0.0,19.0,93.0,CALM,0.0,
2015,3,10,2,F9,787,DEN,PDX,752,163,991,935,0,0,37.0,57.0,WSW,9.0,0.0,45.0,90.0,WNW,6.0,
2015,12,4,5,EV,2782,TYR,DFW,524,61,102,625,0,0,37.0,86.0,ENE,3.0,0.0,40.0,83.0,CALM,0.0,0.0
2015,1,4,7,EV,4584,IAH,MAF,1124,94,429,1258,0,1,50.0,63.0,NNW,16.0,0.0,34.0,63.0,CALM,0.0,0.0
