YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,SCHEDULED_TIME,DISTANCE,SCHEDULED_ARRIVAL,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ARRIVAL_DELAY,DEPART_TEMP,DEPART_HUMIDITY,DEPART_WINDIR,DEPART_WIND,DEPART_PRECIP,ARRIVAL_TEMP,ARRIVAL_HUMIDITY,ARRIVAL_WINDIR,ARRIVAL_WIND,ARRIVAL_PRECIP
2015,2,10,2,DL,1841,ATL,SYR,1500,130,794,1710,0,0,,,,,,,0,54,51,NW,12,0,16,96,WNW,8,0
2015,2,10,2,DL,1847,SEA,ANC,1500,215,1448,1735,0,0,,,,,,,0,53,71,WSW,3,0,26,60,NE,5,0
2015,2,10,2,DL,1860,ATL,MIA,1500,115,594,1655,0,0,,,,,,,0,54,51,NW,12,0,73,39,NW,15,0
2015,2,10,2,DL,1862,MSY,ATL,1500,87,425,1727,0,0,,,,,,,0,63,37,NNW,12,0,50,54,NNW,10,0
2015,2,10,2,DL,1875,TPA,LGA,1500,159,1010,1739,0,0,,,,,,,0,60,67,NW,15,0,36,57,N,17,0
2015,2,10,2,DL,2448,ATL,PBI,1500,114,545,1654,0,0,,,,,,,0,54,51,NW,12,0,71,45,WNW,16,0
2015,2,10,2,DL,2498,LGA,TPA,1500,204,1010,1824,0,0,,,,,,,0,38,57,N,12,0,54,80,WNW,8,0
2015,2,10,2,DL,2587,ATL,OMA,1500,154,821,1634,0,0,,,,,,,0,54,51,NW,12,0,39,82,SW,8,0
2015,2,10,2,DL,2683,BOS,LGA,1500,77,184,1617,0,0,,,,,,,0,30,69,NNE,10,0,38,55,N,15,0
2015,2,10,2,B6,573,EWR,TPA,1500,181,997,1801,0,0,,,,,,,0,37,59,N,18,0,54,80,WNW,8,0
2015,2,10,2,EV,3935,MAF,IAH,1500,88,429,1628,0,0,,,,,,,0,82,16,SSW,9,0,72,48,ESE,8,0
2015,2,10,2,UA,434,SFO,RDU,1500,296,2400,2256,0,0,,,,,,,0,63,58,CALM,0,0,37,70,NNE,8,0
2015,2,10,2,UA,586,IAH,MSY,1500,67,305,1607,0,0,,,,,,,0,74,41,SSE,9,0,63,35,NNW,8,0
2015,2,10,2,UA,686,ORD,LGA,1500,127,733,1807,0,0,,,,,,,0,31,59,SE,8,0,34,61,N,14,0
2015,2,10,2,UA,1061,LGA,ORD,1500,159,733,1639,0,0,,,,,,,0,38,57,N,12,0,30,61,SE,10,0
2015,2,10,2,US,2119,BOS,DCA,1500,102,399,1642,0,0,,,,,,,0,30,69,NNE,10,0,39,65,N,17,0
2015,2,10,2,US,2152,LGA,BOS,1500,69,184,1609,0,0,,42,0,113,30,0,1,38,57,N,12,0,30,66,NNE,9,0
2015,2,10,2,US,2153,BOS,LGA,1500,80,184,1620,0,0,,68,0,0,0,0,1,30,69,NNE,10,0,38,55,N,15,0
2015,2,10,2,US,2184,DCA,LGA,1500,81,214,1621,0,0,,,,,,,0,40,65,N,17,0,38,55,N,15,0
2015,2,10,2,US,2185,LGA,DCA,1500,81,214,1621,0,0,,5,0,51,0,0,1,38,57,N,12,0,39,65,N,17,0
2015,2,10,2,WN,2291,AUS,DAL,1500,55,189,1555,0,0,,,,,,,0,79,32,SSE,9,0,76,31,S,20,0
2015,2,10,2,WN,1099,LAS,SMF,1500,90,397,1630,0,0,,,,,,,0,73,10,VAR,6,0,56,69,NW,5,0
2015,2,10,2,WN,571,BWI,DEN,1500,255,1491,1715,1,0,,,,,,,1,38,68,N,9,0,42,51,SSE,6,0
2015,2,10,2,WN,35,DAL,HOU,1500,65,239,1605,0,0,,0,0,35,0,0,1,76,31,S,20,0,70,51,SSE,10,0
2015,2,10,2,WN,791,DAL,OAK,1500,235,1468,1655,0,0,,,,,,,0,76,31,S,20,0,60,49,NW,9,0
2015,2,10,2,WN,402,DAL,TUL,1500,55,237,1555,0,0,,,,,,,0,76,31,S,20,0,62,39,SE,10,0
2015,2,10,2,WN,36,HOU,DAL,1500,60,239,1600,0,0,,,,,,,0,72,46,VAR,7,0,75,31,SSE,13,0
2015,2,10,2,WN,2505,HOU,MDW,1500,145,937,1725,0,0,,,,,,,0,72,46,VAR,7,0,30,64,ESE,8,0
2015,2,10,2,WN,464,HOU,PNS,1500,80,488,1620,0,0,,,,,,,0,72,46,VAR,7,0,57,39,N,14,0
2015,2,10,2,WN,143,LAS,BUF,1500,250,1986,2210,0,0,,,,,,,0,73,10,VAR,6,0,19,88,CALM,0,0
2015,2,10,2,WN,687,PHX,ELP,1500,65,347,1605,0,0,,,,,,,0,82,19,VAR,6,0,43,87,WNW,2,0
2015,2,10,2,WN,234,MKE,ATL,1500,130,669,1810,0,0,,,,,,,0,26,71,SE,13,0,47,59,NNW,12,0
2015,2,10,2,WN,1814,MSY,BNA,1500,85,471,1625,0,0,,,,,,,0,63,37,NNW,12,0,42,58,NE,7,0
2015,2,10,2,WN,4999,OAK,BUR,1500,65,325,1605,0,1,A,,,,,,1,61,54,WNW,9,0,76,35,S,5,0
2015,2,10,2,US,679,PHX,SAN,1500,70,304,1510,0,0,,0,0,16,0,0,1,82,19,VAR,6,0,68,59,NW,8,0
2015,2,10,2,US,1799,EWR,CLT,1500,116,529,1656,0,0,,,,,,,0,37,59,N,18,0,53,47,N,8,0
2015,2,10,2,US,1846,TPA,DCA,1500,128,814,1708,0,0,,,,,,,0,60,67,NW,15,0,39,61,N,18,0
2015,2,10,2,US,1972,CLT,EWR,1500,107,529,1647,0,0,,29,0,1,0,0,1,52,53,N,9,0,37,59,N,17,0
2015,2,10,2,EV,4704,CHS,IAH,1500,179,925,1659,0,0,,,,,,,0,49,71,N,20,0,72,48,ESE,8,0
2015,2,10,2,DL,221,LGA,ATL,1500,173,762,1753,0,0,,,,,,,0,38,57,N,12,0,50,54,NNW,10,0
2015,2,10,2,EV,5355,XNA,ATL,1500,102,589,1742,0,0,,,,,,,0,64,33,SE,9,0,50,54,NNW,10,0
2015,2,10,2,EV,5583,MSP,GRR,1500,86,408,1726,0,0,,4,0,8,24,0,1,24,81,SE,15,0,24,62,E,6,0
2015,2,10,2,EV,5028,MSP,STL,1500,88,448,1628,0,0,,16,0,0,0,0,1,24,81,SE,15,0,43,49,ESE,8,0
2015,2,10,2,F9,423,ATL,DEN,1500,207,1199,1627,0,0,,,,,,,0,54,51,NW,12,0,46,44,E,12,0
2015,2,10,2,F9,1050,PHX,IAH,1500,155,1009,1835,0,0,,,,,,,0,82,19,VAR,6,0,61,75,SE,8,0
2015,2,10,2,HA,26,HNL,PDX,1500,330,2603,2230,0,0,,,,,,,0,80,45,W,18,0,45,100,WNW,6,0
2015,2,10,2,MQ,2970,ORD,FAR,1500,116,557,1656,0,0,,,,,,,0,31,59,SE,8,0,,,,,
2015,2,10,2,MQ,3087,ORD,XNA,1500,104,522,1644,0,0,,,,,,,0,31,59,SE,8,0,63,33,S,8,0
2015,2,10,2,MQ,3100,ORD,MSN,1500,47,108,1547,0,0,,,,,,,0,31,59,SE,8,0,29,67,SE,12,0
2015,2,10,2,AA,390,ORD,RDU,1455,106,646,1741,0,0,,,,,,,0,33,56,SE,5,0,43,65,NNE,10,0
2015,2,10,2,DL,897,ATL,MCO,1455,89,404,1624,0,0,,,,,,,0,53,52,NW,14,0,64,63,NW,15,0
2015,2,10,2,DL,902,ATL,DTW,1455,120,594,1655,0,0,,,,,,,0,53,52,NW,14,0,24,65,ESE,9,0
2015,2,10,2,DL,1142,ATL,HOU,1455,147,696,1622,0,0,,,,,,,0,53,52,NW,14,0,70,51,SSE,10,0
2015,2,10,2,DL,1983,ATL,SAV,1455,63,214,1558,0,0,,,,,,,0,53,52,NW,14,0,59,53,N,15,0
2015,2,10,2,DL,2035,ATL,MKE,1455,125,669,1600,0,0,,,,,,,0,53,52,NW,14,0,27,69,SSE,9,0
2015,2,10,2,DL,2243,ATL,IAH,1455,140,689,1615,0,0,,,,,,,0,53,52,NW,14,0,72,48,ESE,8,0
2015,2,10,2,DL,1271,ATL,JAX,1455,68,270,1603,0,0,,,,,,,0,53,52,NW,14,0,56,72,NNW,10,0
2015,2,10,2,DL,1281,ATL,MEM,1455,84,332,1519,0,0,,,,,,,0,53,52,NW,14,0,88,70,S,13,0
2015,2,10,2,DL,1466,ATL,GSO,1455,74,306,1609,0,0,,,,,,,0,53,52,NW,14,0,48,58,N,13,0
2015,2,10,2,US,407,PHX,SFO,1455,127,651,1602,0,0,,,,,,,0,82,21,WSW,7,0,61,68,W,15,0
2015,2,10,2,US,2023,PHX,LAX,1455,88,370,1523,0,0,,0,0,4,19,0,1,82,21,WSW,7,0,67,57,W,10,0
2015,2,10,2,US,2041,RSW,CLT,1455,114,600,1649,0,0,,12,0,4,0,0,1,67,59,NW,10,0,53,47,N,8,0
2015,2,10,2,US,2063,CLT,BWI,1455,85,361,1620,0,0,,0,0,15,0,0,1,51,54,NNE,14,0,37,65,N,13,0
2015,2,10,2,WN,116,ABQ,HOU,1455,115,759,1750,0,0,,,,,,,0,67,19,CALM,0,0,66,65,SSE,8,0
2015,2,10,2,WN,3050,AUS,LAS,1455,185,1090,1600,0,0,,,,,,,0,78,32,SSW,14,0,71,10,ENE,5,0
2015,2,10,2,WN,648,BUF,MCO,1455,165,1011,1740,0,0,,0,0,9,120,0,1,20,85,NE,5,0,62,70,N,10,0
2015,2,10,2,WN,343,BUR,OAK,1455,70,325,1605,0,0,,,,,,,0,6,71,,0,0,60,49,NW,9,0
2015,2,10,2,WN,607,LAX,DAL,1455,175,1246,1950,0,0,,,,,,,0,67,57,W,12,0,66,45,SE,13,0
2015,2,10,2,WN,4122,LAX,SFO,1455,75,337,1610,0,1,A,,,,,,1,67,57,W,12,0,61,68,W,15,0
2015,2,10,2,WN,731,LGA,STL,1455,185,888,1700,0,0,,,,,,,0,38,60,NNE,16,0,40,55,ESE,8,0
2015,2,10,2,WN,4544,FLL,BWI,1455,155,925,1730,0,0,,0,0,2,23,0,1,72,44,WNW,18,0,35,70,N,10,0
2015,2,10,2,WN,4885,ISP,BWI,1455,75,220,1610,0,0,,0,0,0,15,0,1,35,61,NNE,18,0,37,65,N,13,0
2015,2,10,2,WN,896,LAS,BUR,1455,65,223,1600,0,0,,,,,,,0,73,11,NW,5,0,76,35,S,5,0
2015,2,10,2,WN,1105,PHX,DTW,1455,225,1671,2040,0,0,,,,,,,0,82,21,WSW,7,0,18,78,E,3,0
2015,2,10,2,WN,1700,PHX,LAX,1455,90,370,1525,0,0,,,,,,,0,82,21,WSW,7,0,67,57,W,10,0
2015,2,10,2,WN,2699,PHX,ONT,1455,70,325,1505,0,0,,,,,,,0,82,21,WSW,7,0,80,20,W,3,0
2015,2,10,2,WN,154,SMF,SAN,1455,80,480,1615,0,0,,,,,,,0,60,62,NW,8,0,67,61,NW,7,0
2015,2,10,2,WN,4391,STL,FLL,1455,160,1056,1835,0,0,,,,,,,0,41,51,VAR,5,0,65,56,NNW,10,0
2015,2,10,2,WN,406,STL,MDW,1455,65,251,1600,0,0,,,,,,,0,41,51,VAR,5,0,31,59,ESE,10,0
2015,2,10,2,WN,1697,MDW,JAX,1455,135,849,1810,0,0,,,,,,,0,33,50,SSE,6,0,51,86,WNW,6,0
2015,2,10,2,WN,683,TUL,PHX,1455,165,935,1640,0,0,,,,,,,0,,,,,,81,17,WNW,12,0
2015,2,10,2,US,599,MCI,PHX,1455,170,1044,1645,0,0,,,,,,,0,49,44,VAR,3,0,81,17,WNW,12,0
2015,2,10,2,US,749,CLT,SFO,1455,350,2296,1745,0,0,,,,,,,0,51,54,NNE,14,0,58,72,W,12,0
2015,2,10,2,US,863,CLT,ATL,1455,77,226,1612,0,0,,,,,,,0,51,54,NNE,14,0,53,50,NW,14,0
2015,2,10,2,US,1766,CLT,DCA,1455,80,331,1615,0,0,,0,0,0,37,0,1,51,54,NNE,14,0,39,65,N,17,0
2015,2,10,2,US,1784,FLL,CLT,1455,123,631,1658,0,0,,,,,,,0,72,44,WNW,18,0,53,47,N,8,0
2015,2,10,2,US,1974,DCA,FLL,1455,166,899,1741,0,0,,,,,,,0,40,65,N,15,0,68,47,NW,10,0
2015,2,10,2,DL,105,BOS,ATL,1455,183,946,1758,0,0,,,,,,,0,,,,,,50,54,NNW,10,0
2015,2,10,2,EV,5153,ATL,ALB,1455,131,853,1706,0,0,,,,,,,0,53,52,NW,14,0,25,66,N,12,0
2015,2,10,2,EV,5474,ATL,CSG,1455,42,83,1537,0,0,,,,,,,0,53,52,NW,14,0,56,45,NW,9,0
2015,2,10,2,EV,4637,ORD,BHM,1455,111,584,1646,0,0,,,,,,,0,33,56,SE,5,0,45,52,N,10,0
2015,2,10,2,EV,6167,CWA,ORD,1455,63,212,1558,0,0,,,,,,,0,23,86,SE,15,0,31,59,SE,8,0
2015,2,10,2,MQ,3064,SGF,DFW,1455,89,364,1624,0,0,,,,,,,0,53,35,SE,9,0,74,32,S,15,0
2015,2,10,2,MQ,3299,DFW,ACT,1455,38,89,1533,0,0,,,,,,,0,73,34,S,17,0,77,31,CALM,0,0
2015,2,10,2,MQ,3401,DFW,SHV,1455,53,190,1548,0,0,,,,,,,0,73,34,S,17,0,61,41,SW,3,0
2015,2,10,2,MQ,3572,DFW,XNA,1455,65,280,1600,0,0,,,,,,,0,73,34,S,17,0,63,33,S,8,0
2015,2,10,2,NK,175,MSP,LAS,1455,203,1299,1618,0,0,,20,0,0,0,0,1,24,81,SE,14,0,71,10,ENE,5,0
2015,2,10,2,OO,2742,PHX,TUS,1455,47,110,1542,0,0,,,,,,,0,82,21,WSW,7,0,77,17,NW,14,0
2015,2,10,2,HA,16,HNL,SAN,1455,320,2614,2215,0,0,,,,,,,0,82,42,W,18,0,61,70,CALM,0,0
2015,2,10,2,DL,1159,ATL,BUF,1456,122,712,1658,0,0,,,,,,,0,53,52,NW,14,0,20,89,NE,6,0
2015,2,10,2,DL,1159,ATL,BUF,1456,122,712,1658,0,0,,,,,,,0,53,52,NW,14,0,20,89,NE,6,0
2015,2,10,2,MQ,3470,CMH,ORD,1456,89,296,1525,0,0,,,,,,,0,30,66,N,7,0,31,59,SE,8,0
2015,2,10,2,OO,6208,DEN,MOT,1456,112,604,1748,0,0,,,,,,,0,53,30,E,15,0,12,70,WNW,23,0
2015,2,10,2,OO,5159,ABQ,IAH,1456,124,744,1800,0,0,,,,,,,0,67,19,CALM,0,0,61,75,SE,8,0
2015,2,10,2,OO,2635,MKE,ORD,1456,54,67,1550,0,0,,,,,,,0,27,69,ESE,9,0,31,59,SE,8,0
2015,2,10,2,OO,5463,SFO,SMF,1456,47,86,1543,0,0,,,,,,,0,63,58,N,3,0,59,62,NNW,5,0
2015,2,10,2,DL,1920,MSP,BWI,1501,146,936,1827,0,0,,,,,,,0,24,81,SE,15,0,34,70,N,10,0
2015,2,10,2,DL,2078,SLC,SAN,1501,109,626,1550,0,0,,,,,,,0,49,56,N,8,0,68,59,NW,8,0
2015,2,10,2,DL,2196,MSP,LGA,1501,162,1020,1843,0,0,,31,0,60,0,0,1,24,81,SE,15,0,34,61,N,14,0
2015,2,10,2,DL,42,SJU,JFK,1501,249,1598,1810,0,0,,,,,,,0,88,46,SSE,12,0,36,57,N,18,0
2015,2,10,2,AA,1221,ORD,MCO,1502,153,1005,1835,0,0,,,,,,,0,31,59,SE,8,0,58,81,N,8,0
2015,2,10,2,UA,1622,ORD,EWR,1502,130,719,1812,0,0,,13,0,13,0,0,1,31,59,SE,8,0,34,64,N,16,0
2015,2,10,2,OO,4743,SLC,SNA,1502,112,588,1554,0,0,,,,,,,0,49,56,N,8,0,72,46,SW,6,0
2015,2,10,2,EV,6006,SDF,ORD,1502,85,287,1527,0,0,,6,0,1,11,0,1,43,47,NE,5,0,31,59,SE,8,0
2015,2,10,2,OO,7432,TWF,SLC,1502,52,175,1554,0,0,,,,,,,0,49,54,W,14,0,49,56,N,8,0
2015,2,10,2,OO,5406,EAU,ORD,1502,79,268,1621,0,0,,,,,,,0,24,75,SSE,10,0,30,61,SE,10,0
2015,2,10,2,OO,5626,ORD,IND,1502,65,177,1707,0,0,,,,,,,0,31,59,SE,8,0,73,23,W,12,0
2015,2,10,2,UA,1273,IAH,SFO,1502,263,1635,1725,0,0,,,,,,,0,,,,,,58,72,W,12,0
2015,2,10,2,AA,200,SAT,DFW,1503,67,247,1610,0,0,,,,,,,0,,,,,,74,32,S,15,0
2015,2,10,2,AA,1347,DFW,DSM,1503,107,624,1650,0,0,,,,,,,0,75,31,SSE,17,0,37,67,SSW,15,0
2015,2,10,2,AA,1375,RSW,ORD,1503,187,1120,1710,0,0,,,,,,,0,67,59,NW,16,0,29,67,SE,12,0
2015,2,10,2,UA,1635,EWR,PHX,1503,346,2133,1849,0,0,,,,,,,0,37,59,N,18,0,74,27,WSW,3,0
2015,2,10,2,EV,5798,SHV,IAH,1503,65,192,1608,0,0,,,,,,,0,61,41,SW,3,0,72,48,ESE,8,0
2015,2,10,2,HA,335,OGG,HNL,1503,37,100,1540,0,0,,0,0,22,0,0,1,75,69,ENE,6,0,80,45,W,18,0
2015,2,10,2,EV,4394,ELP,IAH,1504,117,667,1801,0,0,,,,,,,0,81,20,W,12,0,61,75,SE,8,0
2015,2,10,2,EV,4396,XNA,IAH,1504,105,438,1649,0,0,,,,,,,0,64,33,SE,9,0,72,48,ESE,8,0
2015,2,10,2,UA,289,LAS,IAH,1504,182,1222,2006,0,0,,,,,,,0,73,10,VAR,6,0,57,87,SSE,8,0
2015,2,10,2,EV,4135,LIT,IAH,1504,95,374,1639,0,0,,,,,,,0,50,43,ESE,8,0,72,48,ESE,8,0
2015,2,10,2,OO,5560,DEN,PSP,1504,145,776,1629,0,0,,,,,,,0,50,36,E,14,0,82,13,N,8,0
2015,2,10,2,OO,6347,SFO,AUS,1504,208,1504,2032,0,0,,,,,,,0,63,58,CALM,0,0,57,67,S,6,0
2015,2,10,2,AA,20,SFO,JFK,1505,322,2586,2327,0,0,,,,,,,0,63,58,CALM,0,0,30,66,N,12,0
2015,2,10,2,AA,266,LIH,LAX,1505,328,2615,2233,0,0,,,,,,,0,81,33,W,17,0,62,62,E,5,0
2015,2,10,2,AA,1414,DFW,IAD,1505,161,1172,1846,0,0,,,,,,,0,75,31,SSE,17,0,36,67,N,13,0
2015,2,10,2,AS,633,PHX,SEA,1505,180,1107,1705,0,0,,,,,,,0,82,19,VAR,6,0,50,77,CALM,0,0
2015,2,10,2,AS,641,TUS,SEA,1505,190,1216,1715,0,0,,,,,,,0,77,17,NW,14,0,50,77,CALM,0,0
2015,2,10,2,DL,1199,ATL,STL,1505,107,484,1552,0,0,,,,,,,0,54,51,NW,12,0,43,49,SE,8,0
2015,2,10,2,DL,1317,ATL,DEN,1505,211,1199,1636,0,0,,,,,,,0,54,51,NW,12,0,46,44,E,12,0
2015,2,10,2,DL,1374,SLC,OAK,1505,115,588,1600,0,0,,,,,,,0,49,56,N,8,0,60,49,NW,9,0
2015,2,10,2,DL,1779,LGA,FLL,1505,212,1076,1837,0,0,,,,,,,0,38,57,N,12,0,65,56,NNW,10,0
2015,2,10,2,DL,2390,ATL,MDT,1505,110,620,1655,0,0,,15,0,0,0,0,1,54,51,NW,12,0,33,66,N,13,0
2015,2,10,2,EV,4102,ICT,IAH,1505,109,542,1654,0,0,,,,,,,0,60,44,S,7,0,72,48,ESE,8,0
2015,2,10,2,EV,4277,DEN,OMA,1505,88,472,1733,0,0,,,,,,,0,50,36,E,14,0,39,79,SW,6,0
2015,2,10,2,UA,637,EWR,ORD,1505,154,719,1639,0,0,,,,,,,0,37,59,N,18,0,30,61,SE,10,0
2015,2,10,2,VX,958,SFO,SAN,1505,85,447,1630,0,0,,,,,,,0,63,58,CALM,0,0,67,61,NW,7,0
2015,2,10,2,WN,4858,ALB,MCO,1505,195,1073,1820,0,0,,,,,,,0,28,63,N,14,0,58,81,N,8,0
2015,2,10,2,WN,44,ATL,HOU,1505,145,696,1630,0,0,,,,,,,0,54,51,NW,12,0,70,51,SSE,10,0
2015,2,10,2,WN,4896,ATL,IND,1505,100,432,1645,0,0,,,,,,,0,54,51,NW,12,0,35,52,VAR,5,0
2015,2,10,2,WN,203,ATL,JAX,1505,75,270,1620,0,0,,,,,,,0,54,51,NW,12,0,56,72,NNW,10,0
2015,2,10,2,WN,139,ATL,MSY,1505,100,425,1545,0,0,,,,,,,0,54,51,NW,12,0,63,37,NNW,12,0
2015,2,10,2,WN,362,ATL,TPA,1505,90,406,1635,0,0,,,,,,,0,54,51,NW,12,0,57,74,WNW,12,0
2015,2,10,2,WN,1061,BOS,BWI,1505,100,369,1645,0,0,,,,,,,0,30,69,NNE,10,0,37,65,N,13,0
2015,2,10,2,WN,2426,MCI,MDW,1505,80,405,1625,0,0,,,,,,,0,49,46,CALM,0,0,31,59,ESE,10,0
2015,2,10,2,WN,1261,MCO,ATL,1505,100,404,1645,0,0,,,,,,,0,65,63,NNW,16,0,53,50,NW,14,0
2015,2,10,2,WN,939,CMH,MDW,1505,75,283,1520,0,0,,,,,,,0,31,64,N,6,0,33,43,SSE,6,0
2015,2,10,2,WN,576,CMH,PHX,1505,275,1670,1740,0,0,,,,,,,0,31,64,N,6,0,79,21,W,14,0
2015,2,10,2,WN,1701,DEN,ATL,1505,165,1199,1950,0,0,,,,,,,0,50,36,E,14,0,46,61,NW,8,0
2015,2,10,2,WN,2958,DEN,SLC,1505,90,391,1635,0,0,,,,,,,0,50,36,E,14,0,50,48,N,10,0
2015,2,10,2,WN,4874,FNT,MCO,1505,185,1011,1810,0,0,,0,0,0,211,0,1,29,49,ENE,3,0,58,81,N,8,0
2015,2,10,2,WN,4744,HOU,DCA,1505,170,1218,1855,0,0,,,,,,,0,72,46,VAR,7,0,38,60,N,21,0
2015,2,10,2,WN,2783,IND,RSW,1505,150,945,1735,0,0,,,,,,,0,36,48,CALM,0,0,62,70,WNW,10,0
2015,2,10,2,WN,465,PHX,BUR,1505,85,369,1530,0,0,,,,,,,0,82,19,VAR,6,0,79,32,S,6,0
2015,2,10,2,WN,1140,PIT,TPA,1505,160,873,1745,0,0,,,,,,,0,31,59,N,6,0,56,77,NNW,15,0
2015,2,10,2,WN,1269,SMF,LAX,1505,75,373,1620,0,0,,,,,,,0,59,62,NNW,5,0,64,72,W,8,0
2015,2,10,2,WN,2429,SMF,SNA,1505,80,404,1625,0,0,,,,,,,0,59,62,NNW,5,0,70,51,SW,6,0
2015,2,10,2,WN,1451,STL,MCI,1505,65,237,1610,0,0,,,,,,,0,43,49,SE,8,0,48,48,E,5,0
2015,2,10,2,WN,4107,STL,RSW,1505,150,979,1835,0,0,,,,,,,0,43,49,SE,8,0,59,78,WNW,8,0
2015,2,10,2,WN,3925,MDW,PHX,1505,230,1444,1755,0,0,,,,,,,0,33,43,SSE,6,0,79,21,W,14,0
2015,2,10,2,WN,450,MSY,HOU,1505,80,302,1625,0,0,,,,,,,0,63,37,NNW,12,0,70,51,SSE,10,0
2015,2,10,2,WN,167,OAK,SAN,1505,80,446,1625,0,0,,,,,,,0,61,54,WNW,9,0,67,61,NW,7,0
2015,2,10,2,WN,377,TUS,LAS,1505,80,365,1525,0,0,,,,,,,0,77,17,NW,14,0,73,10,VAR,6,0
2015,2,10,2,US,1874,DCA,MCO,1505,148,759,1733,0,0,,,,,,,0,40,65,N,17,0,62,70,N,10,0
2015,2,10,2,DL,476,FLL,JFK,1505,178,1069,1803,0,0,,,,,,,0,72,46,NW,16,0,36,57,N,18,0
2015,2,10,2,MQ,3137,DFW,MLI,1505,115,691,1700,0,0,,,,,,,0,75,31,SSE,17,0,30,75,SE,10,0
2015,2,10,2,MQ,3199,LGA,GSO,1505,105,461,1650,0,0,,8,0,0,29,0,1,38,57,N,12,0,48,58,N,13,0
2015,2,10,2,MQ,3368,PIT,ORD,1505,99,413,1544,0,0,,,,,,,0,31,59,N,6,0,31,59,SE,8,0
2015,2,10,2,EV,4871,ATL,MOB,1505,77,302,1522,0,0,,,,,,,0,54,51,NW,12,0,59,36,NW,8,0
2015,2,10,2,NK,906,DEN,IAH,1505,139,862,1824,0,0,,20,0,0,0,0,1,50,36,E,14,0,61,75,SE,8,0
2015,2,10,2,OO,3481,SBA,SEA,1505,155,908,1740,0,0,,,,,,,0,73,35,W,6,0,50,77,CALM,0,0
2015,2,10,2,OO,4514,SLC,TUS,1505,109,601,1654,0,0,,,,,,,0,49,56,N,8,0,76,17,NNW,16,0
2015,2,10,2,OO,4749,SLC,ONT,1505,107,558,1552,0,0,,0,0,141,0,0,1,49,56,N,8,0,80,20,W,3,0
2015,2,10,2,OO,4765,SLC,BUR,1505,117,574,1602,0,0,,,,,,,0,49,56,N,8,0,76,35,S,5,0
2015,2,10,2,DL,1377,MSP,ORD,1506,93,334,1639,0,0,,17,0,0,0,0,1,24,81,SE,15,0,30,61,SE,10,0
2015,2,10,2,DL,1430,ATL,MSN,1506,128,707,1614,0,0,,,,,,,0,54,51,NW,12,0,29,69,SSE,14,0
2015,2,10,2,DL,1661,ATL,PHL,1506,127,666,1713,0,0,,,,,,,0,54,51,NW,12,0,37,62,N,14,0
2015,2,10,2,DL,1791,ATL,CHS,1506,73,259,1619,0,0,,,,,,,0,54,51,NW,12,0,50,66,N,21,0
2015,2,10,2,UA,1665,ORD,LAX,1506,269,1744,1735,0,0,,25,0,13,0,0,1,31,59,SE,8,0,62,75,W,3,0
2015,2,10,2,EV,5613,ATL,PVD,1506,136,903,1722,0,0,,15,0,0,2,0,1,54,51,NW,12,0,28,69,NNE,9,0
2015,3,10,2,DL,2118,ATL,MCO,750,84,404,914,0,0,,,,,,,0,58,70,SE,5,0,75,82,SE,12,0
2015,3,10,2,EV,2530,CAE,DFW,750,189,922,959,0,0,,,,,,,0,54,83,ESE,3,0,50,93,NNW,8,0
2015,3,10,2,UA,1643,EWR,DEN,750,276,1605,1026,0,0,,,,,,,0,35,72,NNE,3,0,55,24,N,8,0
2015,3,10,2,US,850,STL,CLT,750,111,575,1041,0,0,,,,,,,0,45,93,NE,6,0.1,60,69,CALM,0,0
2015,3,10,2,US,1739,PHL,ATL,750,149,666,1019,0,0,,,,,,,0,34,82,CALM,0,0,61,78,SE,6,0
2015,3,10,2,US,1811,PHL,TPA,750,176,920,1046,0,0,,,,,,,0,34,82,CALM,0,0,77,71,SSE,7,0
2015,3,10,2,US,1906,CLT,MCI,750,161,808,931,0,0,,,,,,,0,57,62,SE,6,0,49,80,WSW,6,0
2015,3,10,2,US,2007,PHL,RSW,750,187,993,1057,0,0,,,,,,,0,34,82,CALM,0,0,79,66,SE,15,0
2015,3,10,2,US,438,PHX,GEG,750,170,1020,1040,0,0,,,,,,,0,61,30,E,6,0,51,46,ESE,6,0
2015,3,10,2,US,469,CLT,ATL,750,80,226,910,0,0,,,,,,,0,57,62,SE,6,0,59,75,SE,6,0
2015,3,10,2,US,481,PHL,DEN,750,269,1558,1019,0,0,,,,,,,0,34,82,CALM,0,0,55,24,N,8,0
2015,3,10,2,US,487,CLT,SAN,750,322,2077,1012,0,0,,,,,,,0,57,62,SE,6,0,65,68,W,8,0
2015,3,10,2,US,602,PHX,LAS,750,73,255,903,0,0,,,,,,,0,61,30,E,6,0,64,21,S,7,0
2015,3,10,2,VX,713,DAL,SFO,750,230,1476,940,0,0,,,,,,,0,50,93,NW,7,0,54,100,SSE,3,0
2015,3,10,2,WN,543,DAL,ABQ,750,110,580,840,0,0,,,,,,,0,50,93,NW,7,0,40,58,NNW,8,0
